category,grade,url,title,score,image2,image1,image3,image4,buy1,buy2,buy3,buy4
CoQ10,A+,https://labdoor.com/review/spring-valley-coq10,Spring Valley CoQ10,100,https://cdn.labdoor.io/w_400/product/images/9a756f2b-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a756f07-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a756f51-1448-11eb-9dfd-06f7a2c059a3.jpg,,https://www.amazon.com/Spring-Valley-Health-Supplement-Softgels/dp/B001LD8FRU?ie=UTF8&qid=1462483829&sr=8-1&keywords=Spring+Valley+CoQ10&linkCode=ll1&tag=lab02-20&linkId=99faa7bba100a840375f15343c2bc1c5&language=en_US&ref_=as_li_ss_tl,,,
CoQ10,A+,https://labdoor.com/review/solgar-vegetarian-coq10,Solgar Vegetarian CoQ10,100,https://cdn.labdoor.io/w_400/product/images/9a756e98-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a756e73-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a756ebd-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a756ee2-1448-11eb-9dfd-06f7a2c059a3.jpg,https://iherb.prf.hn/click/camref:1101liyXD/destination:https%3A%2F%2Fwww.iherb.com%2Fpr%2FSolgar-Vegetarian-CoQ-10-200-mg-60-Vegetable-Capsules%2F22432,https://www.amazon.com/Solgar-Vegetarian-CoQ-10-Vegetable-Capsules/dp/B003383KNK?ie=UTF8&qid=1462483787&sr=8-1&keywords=Solgar+Vegetarian+CoQ10&linkCode=ll1&tag=lab02-20&linkId=012c1bf598e45923a1faf2645376fad7&language=en_US&ref_=as_li_ss_tl,,
CoQ10,A+,https://labdoor.com/review/country-life-coq10,Country Life CoQ10,100,https://cdn.labdoor.io/w_400/product/images/9a756e2b-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a756e07-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a756e4f-1448-11eb-9dfd-06f7a2c059a3.jpg,,https://iherb.prf.hn/click/camref:1101liyXD/destination:https%3A%2F%2Fwww.iherb.com%2Fpr%2FCountry-Life-CoQ10-100-mg-120-Vegan-Softgels%2F16347,https://www.amazon.com/Country-Life-Coenzyme-Q10-120-Count/dp/B002IPU5N2?ie=UTF8&keywords=Country+Life+CoQ10&qid=1462483205&sr=8-1&th=1&linkCode=ll1&tag=lab02-20&linkId=a02ad1b7efc3c0f1911ec7f776b2d569&language=en_US&ref_=as_li_ss_tl,,
CoQ10,A+,https://labdoor.com/review/natures-bounty-extra-strength-coq10,Nature's Bounty Extra Strength CoQ10,100,https://cdn.labdoor.io/w_400/product/images/9a75236f-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a75234b-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a752394-1448-11eb-9dfd-06f7a2c059a3.jpg,,https://iherb.prf.hn/click/camref:1101liyXD/destination:https%3A%2F%2Fwww.iherb.com%2Fpr%2FNature-s-Bounty-Co-Q-10-200-mg-45-Rapid-Release-Softgels%2F40989,https://www.amazon.ca/Natures-Bounty-Strength-Coq-10-Q-Sorb/dp/B00O0LDYKI/ref=as_li_ss_tl?ie=UTF8&qid=1478218939&sr=8-1-fkmr0&keywords=NutriONN%2BExtra%2BStrength%2BCoQ10&linkCode=sl1&tag=lab02-20&linkId=b008134c987484a8b4ac366f1f5699c9&th=1,,
CoQ10,A+,https://labdoor.com/review/deva-vegan-coenzyme-q10,Deva Vegan Coenzyme Q10,99.1,https://cdn.labdoor.io/w_400/product/images/9a756d51-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a756d2e-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a756d75-1448-11eb-9dfd-06f7a2c059a3.jpg,,https://iherb.prf.hn/click/camref:1101liyXD/destination:https%3A%2F%2Fwww.iherb.com%2Fpr%2FDeva-Vegan-Coenzyme-Q10-100-mg-90-Tablets%2F71347,https://www.amazon.com/Deva-Vegan-Vitamins-Coenzyme-Q10/dp/B0042W25GE?ie=UTF8&qid=1462489705&sr=8-1&keywords=Deva%2BVegan%2BCoenzyme%2BQ10&th=1&linkCode=ll1&tag=lab02-20&linkId=9c6ea9cb95011464e3751a083a49db72&language=en_US&ref_=as_li_ss_tl,,
CoQ10,A+,https://labdoor.com/review/swanson-ultra-coq10,Swanson Ultra CoQ10,98.9,https://cdn.labdoor.io/w_400/product/images/9a756ce4-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a756cbf-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a756d08-1448-11eb-9dfd-06f7a2c059a3.jpg,,https://iherb.prf.hn/click/camref:1101liyXD/p_id:1100l398042/destination:https://www.iherb.com/pr/swanson-coq10-200-mg-90-capsules/109035,https://www.amazon.com/Coq10-100-Sgels/dp/B00068JKNO?ie=UTF8&qid=1462483858&sr=8-2&keywords=Swanson+Ultra+CoQ10&linkCode=ll1&tag=lab02-20&linkId=37a5cf057558e801c272f1c1ccb48f79&language=en_US&ref_=as_li_ss_tl,,
CoQ10,A+,https://labdoor.com/review/nutrionn-extra-strength-coq10,NutriONN Extra Strength CoQ10,98,https://cdn.labdoor.io/w_400/product/images/9a752621-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a7525fd-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a752645-1448-11eb-9dfd-06f7a2c059a3.jpg,,https://www.amazon.com/CoQ10-200mg-Double-Strength-Capsules/dp/B00I3J71EI?ie=UTF8&qid=1462483655&sr=8-1&keywords=NutriONN+Extra+Strength+CoQ10&linkCode=ll1&tag=lab02-20&linkId=0f1a2a3c3450fca8ca99f8359c4d9731&language=en_US&ref_=as_li_ss_tl,,,
Creatine,A+,https://labdoor.com/review/jacked-factory-creatine-monohydrate,Jacked Factory Creatine Monohydrate,100,https://cdn.labdoor.io/w_400/product/images/02n9ealyrysvabm3duuwj2k.png,https://cdn.labdoor.io/w_400/product/images/upnpe35ozkh6qpmzsvgcm.png,https://cdn.labdoor.io/w_400/product/images/wrms0icne0nj2jh9ejubca.png,,https://jackedfactory.pxf.io/c/1790220/1936929/15723,https://www.amazon.com/Creatine-Monohydrate-Powder-Post-Workout-Recovery-Muscle-Builder/dp/B08DH161T6?maas=maas_adg_ABC24FB4D0D0FB2B49FE4B4EB42F23D8_afap_abs&th=1&linkCode=ll1&tag=lab02-20&linkId=54816a1d8432d60c1f94dc749db6de3b&language=en_US&ref_=as_li_ss_tl,,
Creatine,A+,https://labdoor.com/review/legion-recharge-unflavored,Legion Recharge - Unflavored,100,https://cdn.labdoor.io/w_400/product/images/7g5vxv1ynae5sxi5peur3p.png,https://cdn.labdoor.io/w_400/product/images/jowtor86aaluzk5meyfvy.png,https://cdn.labdoor.io/w_400/product/images/2ksu199t0pcobuu2cys9r.png,,https://legionathletics.com/products/supplements/recharge-post-workout/?utm_source=Sponsorship&utm_medium=CPC&utm_campaign=labdoor&utm_content=Paid-Advertising&la_pt_visit=true&utm_id=Recharge,https://www.amazon.com/dp/B019WVKH28?maas=maas_adg_5C23A983E75D2EDC7C265996121188F8_afap_abs&th=1&linkCode=ll1&tag=lab02-20&linkId=1c49202d6ea3cda72c6ddec5bb620f2e&language=en_US&ref_=as_li_ss_tl,,
Creatine,A+,https://labdoor.com/review/legion-creatine-gummies,Legion Creatine Gummies,100,https://cdn.labdoor.io/w_400/product/images/piojsufd21e06xit1lichu7.png,https://cdn.labdoor.io/w_400/product/images/cd72o7ajfz875bquau5w6s.png,https://cdn.labdoor.io/w_400/product/images/ltw6ejcfscengic075a44.png,,https://legionathletics.com/products/supplements/creatine-gummies/?utm_source=Sponsorship&utm_medium=Affiliate-Website&utm_campaign=Sponsorship&utm_content=Paid-Advertising&utm_id=CreatineGummies,https://www.amazon.com/LEGION-Creatine-Monohydrate-Gummies-Supplement/dp/B0DD11FZV3?crid=2E4P7XAOM2G97&dib=eyJ2IjoiMSJ9.pI__Uzc0nUPR9JLjrXp9EifvkvOLt1WxRWadS6lFcxLVSQJx6uvQBkElCx89E2-hyvBxUQvjOodIEBDb_IBbqNJ-RL-ZJTZcyT9IuYVwE--vd0yVTkGBLpGzzJuPZwpbA6neYjGTZoYEfKZlSlIcQfJo_b5oHNL_zWheXk-IJM_M7A1USZL3VIuoP6hSeBrwOAqa7ObfIOxubSZGU3ZX0Q0MYtlcermRKGmGmZ8kPl-53ewV5AnEnjvJleI6Jk8qdMgUwS7dSrxKwIhQnE69s8n_Y3yvsCLJH5bbVYbtYCY.N7T_Tck5woVaDLl6JGntrQPTrNNpt4msFE598D59BkE&dib_tag=se&keywords=Legion%2BCreatine%2BGummies&qid=1753370618&rdc=1&s=hpc&sprefix=legion%2Bcreatine%2Bgummies%2Chpc%2C181&sr=1-4&th=1&linkCode=ll1&tag=lab02-20&linkId=b94926c16cc300cabaf2b5137f150fa2&language=en_US&ref_=as_li_ss_tl,,
Creatine,A+,https://labdoor.com/review/as-it-is-nutrition-creatine-monohydrate,AS-IT-IS Nutrition Creatine Monohydrate,100,,https://cdn.labdoor.io/w_400/product/images/swswt1c3m1jnqqix5wvlkh.jpg,,,,,,
Creatine,A+,https://labdoor.com/review/power-play-fuel-creatine-monohydrate,Power Play Fuel Creatine Monohydrate,100,https://cdn.labdoor.io/w_400/product/images/h5u64x82krxac4mx1alp.jpg,https://cdn.labdoor.io/w_400/product/images/81igks4z3di7w5zgwiq9r.jpg,,,https://powerplayfuel.com/collections/creatine,https://www.amazon.com/POWER-PLAY-FUEL-CREATINE-Monohydrate/dp/B0F2JFHG1B?th=1&linkCode=ll1&tag=lab02-20&linkId=55ff576386b8b1cae1a179c8e5d2ffa9&language=en_US&ref_=as_li_ss_tl,,
Creatine,A+,https://labdoor.com/review/power-play-fuel-creatine-hcl,Power Play Fuel Creatine HCL,100,https://cdn.labdoor.io/w_400/product/images/qv166s64eckzfepjc794gq.jpg,https://cdn.labdoor.io/w_400/product/images/glokgsr5d9b1x93o5ha8sg.jpg,,,https://powerplayfuel.com/collections/creatine-hci,https://www.amazon.com/CREATINE-Powder-Strength-Performance-Support/dp/B0F1Z938S6?&linkCode=ll1&tag=lab02-20&linkId=8b3bdf730dc94d6523df4cfcfdbf524d&language=en_US&ref_=as_li_ss_tl,,
Creatine,A+,https://labdoor.com/review/transparent-labs-creatine-hmb,Transparent Labs Creatine HMB,99.4,,https://cdn.labdoor.io/w_400/product/images/u5yertcg7dc4or49jpu9a.jpeg,,,https://transparentlabs.sjv.io/c/1440666/1645177/15725,https://www.amazon.com/Transparent-Labs-StrengthSeries/dp/B0B1V1TBYF?crid=VP5IAQDDZFZ5&keywords=transparent%2Blabs%2BCreatine&qid=1676890501&sprefix=transparent%2Blabs%2Bcreatine%2Caps%2C127&sr=8-2&ufe=app_do%3Aamzn1.fos.08f69ac3-fd3d-4b88-bca2-8997e41410bb&th=1&linkCode=ll1&tag=lab02-20&linkId=804ca74c13da896637d7e9a066d8e478&language=en_US&ref_=as_li_ss_tl,,
Creatine,A+,https://labdoor.com/review/muscle-feast-premium-creatine,Muscle Feast Premium Creatine,100,https://cdn.labdoor.io/w_400/product/images/a8ec4796-2317-4e90-b896-123451230b.jpg,https://cdn.labdoor.io/w_400/product/images/a8ec4796-2317-4e90-b896-123451230a.jpg,,,https://www.musclefeast.com/collections/amino-acids-creatine/products/creapure-creatine-micronized-monohydrate-powder?rfsn=3299933.fb77ca&variant=41960861597719&utm_source=refersion&utm_medium=affiliate&utm_campaign=3299933.fb77ca,https://www.amazon.com/Creapure%C2%AE-Creatine-unflavored-Grams-Ounces/dp/B008S0I1Q4?ie=UTF8&qid=1522957919&sr=8-3&keywords=Muscle%2BFeast%2BCreatine&th=1&linkCode=ll1&tag=lab02-20&linkId=b298619d1059cf28298d1925942b9423&language=en_US&ref_=as_li_ss_tl,,
Creatine,A+,https://labdoor.com/review/muscle-feast-micronized-creatine-monohydrate-unflavored,Muscle Feast Micronized Creatine Monohydrate (Unflavored),100,https://cdn.labdoor.io/w_400/product/images/a8ec4796-2317-4e90-b896-12345erzxb.jpg,https://cdn.labdoor.io/w_400/product/images/a8ec4796-2317-4e90-b896-12345erzxa.jpg,,,https://www.musclefeast.com/collections/amino-acids-creatine/products/creapure-creatine-micronized-monohydrate-powder?rfsn=3299933.fb77ca&variant=41960861597719&utm_source=refersion&utm_medium=affiliate&utm_campaign=3299933.fb77ca,https://www.amazon.com/Muscle-Feast-Creapure-Micro-Post-Workout/dp/B0DFQHHBBW?crid=39UMUMFWJCBUS&dib=eyJ2IjoiMSJ9.4QOtKphxs2JdNwCsI1EKGtVSDNl_TA-sGV47YQA030fMCwt-SlnEeoTnrCFCT8zxdYjsK0IPXJdJYXEacfBTYchniQYDEK-AjCNA4ViooIFBEZcwtu1UtBSNdrqiz4pLmrCW5O1Yjk5fitmlZ5DNBghE0A0iIMq3QcycjdntfyO0j0xgg6-1vT0IZr1FqtOUSOnrlRV2_eqOB036kxVFYka-BIDWYI22QIWDl5_lS48Q9XgGe_qV8QS73e8S7mLjtoGgkP2lNS_D0tHQFHjfANHCL--1NAkC09Za4ORIX5Q.nViYjknK7xxwwKSgSRcBlQnM2nXTztSvwH35WgK1-p8&dib_tag=se&keywords=Muscle%2BFeast%2BMicronized%2BCreatine%2BMonohydrate%2B%28Unflavored%29&qid=1743783906&sprefix=muscle%2Bfeast%2Bmicronized%2Bcreatine%2Bmonohydrate%2Bunflavored%2B%2Caps%2C181&sr=8-2&th=1&linkCode=ll1&tag=lab02-20&linkId=0e408c3dcec77e6891d85b2e9fe354fe&language=en_US&ref_=as_li_ss_tl,,
Creatine,A+,https://labdoor.com/review/legion-micronized-creatine-monohydrate,Legion Micronized Creatine Monohydrate,100,https://cdn.labdoor.io/w_400/product/images/bv9jdgoobn4ggfb99x2ex.png,https://cdn.labdoor.io/w_400/product/images/vrm64n6uj3glgllmwnnpsl.png,https://cdn.labdoor.io/w_400/product/images/t6jym17egwgvv4zuwlmwy.png,,https://legionathletics.com/products/supplements/micronized-creatine-monohydrate/?utm_source=Sponsorship&utm_medium=CPC&utm_campaign=labdoor&utm_content=Paid-Advertising&la_pt_visit=true&utm_id=Creatine,https://www.amazon.com/LEGION-Micronized-Creatine-Monohydrate-Supplement/dp/B0D64HBCQF?crid=B7I4OPEJY9H2&dib=eyJ2IjoiMSJ9.ls8pMa62X7yhhEH7u_muvc73g4St0zJWfEcTAxWb6QF6XcsLmek4F6hxsR22CNG2OGy06FjBKGBO3qx45RHRAgTCzcHQTc_C-T_Tk3bvf2h8MLFPsP9izI38FD35WuJenb2_kadh0fV7OYURvcEvuaZ_5jWPPjK-3P6howKLt1dYi_U5lW5AKiL2sgaPkwWR9CodCm7APhljueGf8QJEMm50wck6AlJLVGUuGzvoMz74n2NikVPjfKQnDuDlz5MHu5RfBlDgIS9SGSeFKiHwVn742-AtqxOlCF_exVC14_A.uqfzS4cJjCbeM5FS54BBC_ao3xOoyndm6fZYA_xGJ_I&dib_tag=se&keywords=Legion%2BMicronized%2BCreatine%2BMonohydrate&qid=1753370752&rdc=1&s=hpc&sprefix=legion%2Bmicronized%2Bcreatine%2Bmonohydrate%2Chpc%2C361&sr=1-1&th=1&linkCode=ll1&tag=lab02-20&linkId=68a64da5ac903e4074814eca92cb1ec9&language=en_US&ref_=as_li_ss_tl,,
Creatine,A+,https://labdoor.com/review/muscle-first-pro-creatine,Muscle First PRO Creatine,100,https://cdn.labdoor.io/w_400/product/images/1lam9caqdh66dytcxgxkpc.jpg,https://cdn.labdoor.io/w_400/product/images/8b0p1w64gapm6ejsrvg5c8.jpg,,,,,,
Creatine,X,https://labdoor.com/review/l-men-isopower,L-Men - IsoPower,,https://cdn.labdoor.io/w_400/product/images/vgzhr3tgi4hy61auh3jxqc.png,https://cdn.labdoor.io/w_400/product/images/92akhmpkdyoyt1ha7pj9s.png,https://cdn.labdoor.io/w_400/product/images/52f5z2367e5kmlj6su9mi.png,https://cdn.labdoor.io/w_400/product/images/kn5my7wdtieo3bnwq37uva.png,,,,
Creatine,X,https://labdoor.com/review/as-it-is-atom-creasure-100-soluble-creatine-monohydrate,AS-IT-IS ATOM Creasure 100% Soluble Creatine Monohydrate,,https://cdn.labdoor.io/w_400/product/images/32ffnbb36yjzu8xb8ray3.png,https://cdn.labdoor.io/w_400/product/images/emlx5cw2lapbjitkqfu2ro.png,https://cdn.labdoor.io/w_400/product/images/006991rqjynhij86hlg59qf.png,,,,,
Electrolytes,A+,https://labdoor.com/review/dr-prices-electrolyte-mix,Dr. Price's Electrolyte Mix,99.9,https://cdn.labdoor.io/w_400/product/images/9a7cc969-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a7cc945-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a7cc98e-1448-11eb-9dfd-06f7a2c059a3.jpg,,https://www.amazon.com/Electrolyte-Lemon-Lime-Dr-Prices-Vitamins/dp/B00CX9U7WM?s=hpc&ie=UTF8&qid=1513896054&sr=1-4&keywords=Dr.%2BPrice%27s%2BElectrolyte%2BMix&th=1&linkCode=ll1&tag=lab02-20&linkId=adf8310c71c08c97efcc2ca6c3c158e5&language=en_US&ref_=as_li_ss_tl,,,
Electrolytes,A+,https://labdoor.com/review/celtic-sea-salt-electrolyte-powder,Celtic Sea Salt Electrolyte Powder,98.5,https://cdn.labdoor.io/w_400/product/images/9a7ccb9d-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a7ccb67-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a7ccbca-1448-11eb-9dfd-06f7a2c059a3.jpg,,https://www.amazon.com/Celtic-Sea-Salt-Electrolyte-Powder/dp/B00BINWVMI?s=hpc&ie=UTF8&qid=1513896576&sr=1-3-spons&keywords=Celtic+Sea+Salt+Electrolyte+Powder&th=1&linkCode=ll1&tag=lab02-20&linkId=decac76b6b44ba769c6d24c413baf094&language=en_US&ref_=as_li_ss_tl,,,
Electrolytes,A+,https://labdoor.com/review/beast-sports-aminolytes,Beast Sports Aminolytes,98.3,https://cdn.labdoor.io/w_400/product/images/9a7ccd75-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a7ccd3f-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a7ccd99-1448-11eb-9dfd-06f7a2c059a3.jpg,,,,,
Electrolytes,A+,https://labdoor.com/review/gatorade-endurance-formula,Gatorade Endurance Formula,98.1,https://cdn.labdoor.io/w_400/product/images/9a7ccf2a-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a7ccf06-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a7ccf4f-1448-11eb-9dfd-06f7a2c059a3.jpg,,https://www.amazon.com/Gatorade-Endurance-Formula-Powder-Orange/dp/B0050C0DK0?s=hpc&ie=UTF8&qid=1513896459&sr=1-1-spons&keywords=gatorade%2Bendurance&th=1&linkCode=ll1&tag=lab02-20&linkId=2ca6f53938f3fff0838b054851c9940b&language=en_US&ref_=as_li_ss_tl,,,
Electrolytes,A,https://labdoor.com/review/ultima-replenisher,Ultima Replenisher,96.8,https://cdn.labdoor.io/w_400/product/images/9a7cca21-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a7cc9fc-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a7cca45-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a7cca6c-1448-11eb-9dfd-06f7a2c059a3.jpg,https://iherb.prf.hn/click/camref:1101liyXD/destination:https%3A%2F%2Fwww.iherb.com%2Fpr%2FUltima-Replenisher-Electrolyte-Supplement-Raspberry-20-Packets-0-11-oz-3-2-g-Each%2F71019,http://amzn.to/2Bkllf7,,
Energy,C-,https://labdoor.com/review/sk-energy,SK Energy Shot,70.2,https://cdn.labdoor.io/w_400/product/images/9a6deca6-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a6dec83-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a6deccb-1448-11eb-9dfd-06f7a2c059a3.jpg,,http://www.amazon.com/gp/product/B00BY695AU/ref=as_li_ss_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=B00BY695AU&linkCode=as2&tag=lab02-20,,,
Energy,D+,https://labdoor.com/review/5-hour-energy,5-Hour Energy,69.5,https://cdn.labdoor.io/w_400/product/images/9a6debd2-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a6debae-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a6debf4-1448-11eb-9dfd-06f7a2c059a3.jpg,,https://www.amazon.com/gp/product/B0029ZAOW8?ie=UTF8&th=1&linkCode=ll1&tag=lab02-20&linkId=d0df68ea7223703f69d014b38d5fc199&language=en_US&ref_=as_li_ss_tl,,,
Energy,D+,https://labdoor.com/review/worx-energy,Worx Energy Shot,69.3,https://cdn.labdoor.io/w_400/product/images/9a6ded12-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a6deced-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a6ded34-1448-11eb-9dfd-06f7a2c059a3.jpg,,,,,
Energy,D+,https://labdoor.com/review/5-hour-energy-extra-strength,5-Hour Energy Extra Strength,67.5,https://cdn.labdoor.io/w_400/product/images/9a6deb66-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a6deb42-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a6deb8b-1448-11eb-9dfd-06f7a2c059a3.jpg,,https://www.amazon.com/gp/product/B003QNJYXM?ie=UTF8&th=1&linkCode=ll1&tag=lab02-20&linkId=56f61a407ebb96ee1b296cb97f8245b8&language=en_US&ref_=as_li_ss_tl,,,
Energy,D,https://labdoor.com/review/6-hour-power,6-Hour Power,66.6,https://cdn.labdoor.io/w_400/product/images/9a6dec3c-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a6dec18-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a6dec5e-1448-11eb-9dfd-06f7a2c059a3.jpg,,,,,
Energy,D,https://labdoor.com/review/red-bull-the-red-edition,Red Bull - The Red Edition,66,https://cdn.labdoor.io/w_400/product/images/9a6df24e-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a6df22a-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a6df273-1448-11eb-9dfd-06f7a2c059a3.jpg,,,,,
Energy,D,https://labdoor.com/review/endorush,BSN Endorush,64.6,https://cdn.labdoor.io/w_400/product/images/9a6def1e-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a6deefb-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a6def41-1448-11eb-9dfd-06f7a2c059a3.jpg,,,,,
Energy,D,https://labdoor.com/review/red-bull,Red Bull,64.1,https://cdn.labdoor.io/w_400/product/images/9a6df17a-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a6df156-1448-11eb-9dfd-06f7a2c059a3.jpg,,,,,,
Energy,D,https://labdoor.com/review/hell-energy,Hell Energy,63.8,https://cdn.labdoor.io/w_400/product/images/9a7419e1-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a7419bb-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a741a04-1448-11eb-9dfd-06f7a2c059a3.jpg,,,,,
Energy,F,https://labdoor.com/review/red-bull-sugar-free,Red Bull Sugar Free,59,https://cdn.labdoor.io/w_400/product/images/9a6df206-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a6df1e4-1448-11eb-9dfd-06f7a2c059a3.jpg,,,http://www.amazon.co.uk/gp/product/B004MYJPHY/ref=as_li_tl?ie=UTF8&camp=1634&creative=19450&creativeASIN=B004MYJPHY&linkCode=as2&tag=lab0c-21&linkId=4JP4VLWA5ISWOBRY,https://www.amazon.com/gp/product/B000MTM0WK?ie=UTF8&linkCode=ll1&tag=lab02-20&linkId=db75c8da80ca215dfff1b2885878621e&language=en_US&ref_=as_li_ss_tl,,
Energy,F,https://labdoor.com/review/red-bull-total-zero,Red Bull Total Zero,57.9,https://cdn.labdoor.io/w_400/product/images/9a6df1bf-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a6df19c-1448-11eb-9dfd-06f7a2c059a3.jpg,,,https://www.amazon.com/gp/product/B007KIOBMS?ie=UTF8&th=1&linkCode=ll1&tag=lab02-20&linkId=aa1b8bb20b6215b5565fec1f0d3d8d12&language=en_US&ref_=as_li_ss_tl,,,
Energy,F,https://labdoor.com/review/rockstar-sugar-free,Rockstar Sugar Free,57.8,https://cdn.labdoor.io/w_400/product/images/9a6e36b3-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a6e368e-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a6e36d8-1448-11eb-9dfd-06f7a2c059a3.jpg,,,,,
Energy,F,https://labdoor.com/review/starbucks-doubleshot,Starbucks DoubleShot,57.6,https://cdn.labdoor.io/w_400/product/images/9a6df132-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a6df10d-1448-11eb-9dfd-06f7a2c059a3.jpg,,,,,,
Energy,F,https://labdoor.com/review/rockstar-recovery,Rockstar Recovery,57.1,https://cdn.labdoor.io/w_400/product/images/9a6e379e-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a6e377a-1448-11eb-9dfd-06f7a2c059a3.jpg,https://cdn.labdoor.io/w_400/product/images/9a6e37c3-1448-11eb-9dfd-06f7a2c059a3.jpg,,http://www.amazon.co.uk/gp/product/B004ECY38K/ref=as_li_tl?ie=UTF8&camp=1634&creative=19450&creativeASIN=B004ECY38K&linkCode=as2&tag=lab0c-21&linkId=OSTJRGTCDMUFKKK7,https://www.amazon.com/gp/product/B009A8FILE?ie=UTF8&th=1&linkCode=ll1&tag=lab02-20&linkId=b07a6b37675c58932c738b4361068ef3&language=en_US&ref_=as_li_ss_tl,,
